protocol,tool,run,time_hour,coverage
Dcmtk,AFLNET,10,21,660
Dcmtk,AFLNET,10,22,660
Dcmtk,AFLNET,10,23,665
Dcmtk,AFLNET,10,24,665
Dcmtk,AFLNWE,1,0,4
Dcmtk,AFLNWE,1,1,55
Dcmtk,AFLNWE,1,2,66
Dcmtk,AFLNWE,1,3,101
Dcmtk,AFLNWE,1,4,143
Dcmtk,AFLNWE,1,5,152
Dcmtk,AFLNWE,1,6,193
Dcmtk,AFLNWE,1,7,217
Dcmtk,AFLNWE,1,8,225
Dcmtk,AFLNWE,1,9,239
Dcmtk,AFLNWE,1,10,259
Dcmtk,AFLNWE,1,11,272
Dcmtk,AFLNWE,1,12,289
Dcmtk,AFLNWE,1,13,289
Dcmtk,AFLNWE,1,14,299
Dcmtk,AFLNWE,1,15,299
Dcmtk,AFLNWE,1,16,305
Dcmtk,AFLNWE,1,17,305
Dcmtk,AFLNWE,1,18,305
Dcmtk,AFLNWE,1,19,324
Dcmtk,AFLNWE,1,20,342
Dcmtk,AFLNWE,1,21,353
Dcmtk,AFLNWE,1,22,353
Dcmtk,AFLNWE,1,23,353
Dcmtk,AFLNWE,1,24,371
Dcmtk,AFLNWE,2,0,2
Dcmtk,AFLNWE,2,1,70
Dcmtk,AFLNWE,2,2,110
Dcmtk,AFLNWE,2,3,143
Dcmtk,AFLNWE,2,4,166
Dcmtk,AFLNWE,2,5,192
Dcmtk,AFLNWE,2,6,211
Dcmtk,AFLNWE,2,7,238
Dcmtk,AFLNWE,2,8,266
Dcmtk,AFLNWE,2,9,272
Dcmtk,AFLNWE,2,10,272
Dcmtk,AFLNWE,2,11,272
Dcmtk,AFLNWE,2,12,288
Dcmtk,AFLNWE,2,13,288
Dcmtk,AFLNWE,2,14,288
Dcmtk,AFLNWE,2,15,301
Dcmtk,AFLNWE,2,16,337
Dcmtk,AFLNWE,2,17,343
Dcmtk,AFLNWE,2,18,359
Dcmtk,AFLNWE,2,19,364
Dcmtk,AFLNWE,2,20,368
Dcmtk,AFLNWE,2,21,383
Dcmtk,AFLNWE,2,22,383
Dcmtk,AFLNWE,2,23,389
Dcmtk,AFLNWE,2,24,396
Dcmtk,AFLNWE,3,0,0
Dcmtk,AFLNWE,3,1,53
Dcmtk,AFLNWE,3,2,86
Dcmtk,AFLNWE,3,3,107
Dcmtk,AFLNWE,3,4,141
Dcmtk,AFLNWE,3,5,154
Dcmtk,AFLNWE,3,6,175
Dcmtk,AFLNWE,3,7,194
Dcmtk,AFLNWE,3,8,223
Dcmtk,AFLNWE,3,9,244
Dcmtk,AFLNWE,3,10,257
Dcmtk,AFLNWE,3,11,278
Dcmtk,AFLNWE,3,12,306
Dcmtk,AFLNWE,3,13,322
Dcmtk,AFLNWE,3,14,330
Dcmtk,AFLNWE,3,15,330
Dcmtk,AFLNWE,3,16,330
Dcmtk,AFLNWE,3,17,333
Dcmtk,AFLNWE,3,18,333
Dcmtk,AFLNWE,3,19,335
Dcmtk,AFLNWE,3,20,340
Dcmtk,AFLNWE,3,21,351
Dcmtk,AFLNWE,3,22,353
Dcmtk,AFLNWE,3,23,362
Dcmtk,AFLNWE,3,24,366
Dcmtk,AFLNWE,4,0,0
Dcmtk,AFLNWE,4,1,29
Dcmtk,AFLNWE,4,2,63
Dcmtk,AFLNWE,4,3,79
Dcmtk,AFLNWE,4,4,113
Dcmtk,AFLNWE,4,5,155
Dcmtk,AFLNWE,4,6,191
Dcmtk,AFLNWE,4,7,207
Dcmtk,AFLNWE,4,8,242
Dcmtk,AFLNWE,4,9,258
Dcmtk,AFLNWE,4,10,268
Dcmtk,AFLNWE,4,11,272
Dcmtk,AFLNWE,4,12,279
Dcmtk,AFLNWE,4,13,284
Dcmtk,AFLNWE,4,14,294
Dcmtk,AFLNWE,4,15,303
Dcmtk,AFLNWE,4,16,310
Dcmtk,AFLNWE,4,17,321
Dcmtk,AFLNWE,4,18,341
Dcmtk,AFLNWE,4,19,357
Dcmtk,AFLNWE,4,20,357
Dcmtk,AFLNWE,4,21,357
Dcmtk,AFLNWE,4,22,372
Dcmtk,AFLNWE,4,23,372
Dcmtk,AFLNWE,4,24,372
Dcmtk,AFLNWE,5,0,0
Dcmtk,AFLNWE,5,1,19
Dcmtk,AFLNWE,5,2,61
Dcmtk,AFLNWE,5,3,100
Dcmtk,AFLNWE,5,4,121
Dcmtk,AFLNWE,5,5,121
Dcmtk,AFLNWE,5,6,135
Dcmtk,AFLNWE,5,7,159
Dcmtk,AFLNWE,5,8,159
Dcmtk,AFLNWE,5,9,176
Dcmtk,AFLNWE,5,10,189
Dcmtk,AFLNWE,5,11,207
Dcmtk,AFLNWE,5,12,219
Dcmtk,AFLNWE,5,13,219
Dcmtk,AFLNWE,5,14,242
Dcmtk,AFLNWE,5,15,248
Dcmtk,AFLNWE,5,16,254
Dcmtk,AFLNWE,5,17,254
Dcmtk,AFLNWE,5,18,254
Dcmtk,AFLNWE,5,19,254
Dcmtk,AFLNWE,5,20,256
Dcmtk,AFLNWE,5,21,281
Dcmtk,AFLNWE,5,22,281
Dcmtk,AFLNWE,5,23,281
Dcmtk,AFLNWE,5,24,301
Dcmtk,AFLNWE,6,0,0
Dcmtk,AFLNWE,6,1,33
Dcmtk,AFLNWE,6,2,80
Dcmtk,AFLNWE,6,3,104
Dcmtk,AFLNWE,6,4,153
Dcmtk,AFLNWE,6,5,185
Dcmtk,AFLNWE,6,6,200
Dcmtk,AFLNWE,6,7,244
Dcmtk,AFLNWE,6,8,254
Dcmtk,AFLNWE,6,9,278
Dcmtk,AFLNWE,6,10,294
Dcmtk,AFLNWE,6,11,322
Dcmtk,AFLNWE,6,12,351
Dcmtk,AFLNWE,6,13,361
Dcmtk,AFLNWE,6,14,361
Dcmtk,AFLNWE,6,15,374
Dcmtk,AFLNWE,6,16,374
Dcmtk,AFLNWE,6,17,404
Dcmtk,AFLNWE,6,18,411
Dcmtk,AFLNWE,6,19,411
Dcmtk,AFLNWE,6,20,418
Dcmtk,AFLNWE,6,21,418
Dcmtk,AFLNWE,6,22,418
Dcmtk,AFLNWE,6,23,436
Dcmtk,AFLNWE,6,24,436
Dcmtk,AFLNWE,7,0,0
Dcmtk,AFLNWE,7,1,47
Dcmtk,AFLNWE,7,2,96
Dcmtk,AFLNWE,7,3,136
Dcmtk,AFLNWE,7,4,175
Dcmtk,AFLNWE,7,5,189
Dcmtk,AFLNWE,7,6,194
Dcmtk,AFLNWE,7,7,230
Dcmtk,AFLNWE,7,8,243
Dcmtk,AFLNWE,7,9,255
Dcmtk,AFLNWE,7,10,284
Dcmtk,AFLNWE,7,11,302
Dcmtk,AFLNWE,7,12,318
Dcmtk,AFLNWE,7,13,354
Dcmtk,AFLNWE,7,14,354
Dcmtk,AFLNWE,7,15,373
Dcmtk,AFLNWE,7,16,380
Dcmtk,AFLNWE,7,17,390
Dcmtk,AFLNWE,7,18,413
Dcmtk,AFLNWE,7,19,424
Dcmtk,AFLNWE,7,20,435
Dcmtk,AFLNWE,7,21,452
Dcmtk,AFLNWE,7,22,452
Dcmtk,AFLNWE,7,23,452
Dcmtk,AFLNWE,7,24,452
Dcmtk,AFLNWE,8,0,0
Dcmtk,AFLNWE,8,1,65
Dcmtk,AFLNWE,8,2,87
Dcmtk,AFLNWE,8,3,115
Dcmtk,AFLNWE,8,4,139
Dcmtk,AFLNWE,8,5,166
Dcmtk,AFLNWE,8,6,197
Dcmtk,AFLNWE,8,7,226
Dcmtk,AFLNWE,8,8,236
Dcmtk,AFLNWE,8,9,249
Dcmtk,AFLNWE,8,10,265
Dcmtk,AFLNWE,8,11,274
Dcmtk,AFLNWE,8,12,304
Dcmtk,AFLNWE,8,13,319
Dcmtk,AFLNWE,8,14,336
Dcmtk,AFLNWE,8,15,352
Dcmtk,AFLNWE,8,16,373
Dcmtk,AFLNWE,8,17,381
Dcmtk,AFLNWE,8,18,381
Dcmtk,AFLNWE,8,19,391
Dcmtk,AFLNWE,8,20,391
Dcmtk,AFLNWE,8,21,391
Dcmtk,AFLNWE,8,22,401
Dcmtk,AFLNWE,8,23,419
Dcmtk,AFLNWE,8,24,422
Dcmtk,AFLNWE,9,0,4
Dcmtk,AFLNWE,9,1,65
Dcmtk,AFLNWE,9,2,103
Dcmtk,AFLNWE,9,3,165
Dcmtk,AFLNWE,9,4,199
Dcmtk,AFLNWE,9,5,201
Dcmtk,AFLNWE,9,6,231
Dcmtk,AFLNWE,9,7,255
Dcmtk,AFLNWE,9,8,287
Dcmtk,AFLNWE,9,9,310
Dcmtk,AFLNWE,9,10,321
Dcmtk,AFLNWE,9,11,321
Dcmtk,AFLNWE,9,12,329
Dcmtk,AFLNWE,9,13,329
Dcmtk,AFLNWE,9,14,331
Dcmtk,AFLNWE,9,15,345
Dcmtk,AFLNWE,9,16,372
Dcmtk,AFLNWE,9,17,383
Dcmtk,AFLNWE,9,18,383
Dcmtk,AFLNWE,9,19,393
Dcmtk,AFLNWE,9,20,412
Dcmtk,AFLNWE,9,21,412
Dcmtk,AFLNWE,9,22,414
Dcmtk,AFLNWE,9,23,417
Dcmtk,AFLNWE,9,24,417
Dcmtk,AFLNWE,10,0,8
Dcmtk,AFLNWE,10,1,47
Dcmtk,AFLNWE,10,2,87
Dcmtk,AFLNWE,10,3,107
Dcmtk,AFLNWE,10,4,129
Dcmtk,AFLNWE,10,5,161
Dcmtk,AFLNWE,10,6,178
Dcmtk,AFLNWE,10,7,218
Dcmtk,AFLNWE,10,8,229
Dcmtk,AFLNWE,10,9,247
Dcmtk,AFLNWE,10,10,271
Dcmtk,AFLNWE,10,11,271
Dcmtk,AFLNWE,10,12,271
Dcmtk,AFLNWE,10,13,271
Dcmtk,AFLNWE,10,14,295
Dcmtk,AFLNWE,10,15,296
Dcmtk,AFLNWE,10,16,333
Dcmtk,AFLNWE,10,17,333
Dcmtk,AFLNWE,10,18,341
Dcmtk,AFLNWE,10,19,364
Dcmtk,AFLNWE,10,20,393
Dcmtk,AFLNWE,10,21,421
Dcmtk,AFLNWE,10,22,439
Dcmtk,AFLNWE,10,23,455
Dcmtk,AFLNWE,10,24,465
Dcmtk,SNPSFuzzer-tmp,1,0,6
Dcmtk,SNPSFuzzer-tmp,1,1,157
Dcmtk,SNPSFuzzer-tmp,1,2,264
Dcmtk,SNPSFuzzer-tmp,1,3,349
Dcmtk,SNPSFuzzer-tmp,1,4,411
Dcmtk,SNPSFuzzer-tmp,1,5,455
Dcmtk,SNPSFuzzer-tmp,1,6,497
Dcmtk,SNPSFuzzer-tmp,1,7,531
Dcmtk,SNPSFuzzer-tmp,1,8,553
Dcmtk,SNPSFuzzer-tmp,1,9,580
Dcmtk,SNPSFuzzer-tmp,1,10,583
Dcmtk,SNPSFuzzer-tmp,1,11,591
Dcmtk,SNPSFuzzer-tmp,1,12,593
Dcmtk,SNPSFuzzer-tmp,1,13,593
Dcmtk,SNPSFuzzer-tmp,1,14,597
Dcmtk,SNPSFuzzer-tmp,1,15,600
Dcmtk,SNPSFuzzer-tmp,1,16,615
Dcmtk,SNPSFuzzer-tmp,1,17,623
Dcmtk,SNPSFuzzer-tmp,1,18,623
Dcmtk,SNPSFuzzer-tmp,1,19,640
Dcmtk,SNPSFuzzer-tmp,1,20,652
Dcmtk,SNPSFuzzer-tmp,1,21,658
Dcmtk,SNPSFuzzer-tmp,1,22,658
Dcmtk,SNPSFuzzer-tmp,1,23,658
Dcmtk,SNPSFuzzer-tmp,1,24,658
Dcmtk,SNPSFuzzer-tmp,2,0,9
Dcmtk,SNPSFuzzer-tmp,2,1,179
Dcmtk,SNPSFuzzer-tmp,2,2,305
Dcmtk,SNPSFuzzer-tmp,2,3,386
Dcmtk,SNPSFuzzer-tmp,2,4,441
Dcmtk,SNPSFuzzer-tmp,2,5,489
Dcmtk,SNPSFuzzer-tmp,2,6,511
Dcmtk,SNPSFuzzer-tmp,2,7,541
Dcmtk,SNPSFuzzer-tmp,2,8,560
Dcmtk,SNPSFuzzer-tmp,2,9,572
Dcmtk,SNPSFuzzer-tmp,2,10,572
Dcmtk,SNPSFuzzer-tmp,2,11,586
Dcmtk,SNPSFuzzer-tmp,2,12,589
Dcmtk,SNPSFuzzer-tmp,2,13,589
Dcmtk,SNPSFuzzer-tmp,2,14,589
Dcmtk,SNPSFuzzer-tmp,2,15,593
Dcmtk,SNPSFuzzer-tmp,2,16,610
Dcmtk,SNPSFuzzer-tmp,2,17,626
Dcmtk,SNPSFuzzer-tmp,2,18,626
Dcmtk,SNPSFuzzer-tmp,2,19,626
Dcmtk,SNPSFuzzer-tmp,2,20,632
Dcmtk,SNPSFuzzer-tmp,2,21,632
Dcmtk,SNPSFuzzer-tmp,2,22,636
Dcmtk,SNPSFuzzer-tmp,2,23,643
Dcmtk,SNPSFuzzer-tmp,2,24,654
Dcmtk,SNPSFuzzer-tmp,3,0,0
Dcmtk,SNPSFuzzer-tmp,3,1,153
Dcmtk,SNPSFuzzer-tmp,3,2,260
Dcmtk,SNPSFuzzer-tmp,3,3,339
Dcmtk,SNPSFuzzer-tmp,3,4,400
Dcmtk,SNPSFuzzer-tmp,3,5,451
Dcmtk,SNPSFuzzer-tmp,3,6,494
Dcmtk,SNPSFuzzer-tmp,3,7,515
Dcmtk,SNPSFuzzer-tmp,3,8,547
Dcmtk,SNPSFuzzer-tmp,3,9,561
Dcmtk,SNPSFuzzer-tmp,3,10,573
Dcmtk,SNPSFuzzer-tmp,3,11,576
Dcmtk,SNPSFuzzer-tmp,3,12,576
Dcmtk,SNPSFuzzer-tmp,3,13,589
Dcmtk,SNPSFuzzer-tmp,3,14,600
Dcmtk,SNPSFuzzer-tmp,3,15,602
Dcmtk,SNPSFuzzer-tmp,3,16,606
Dcmtk,SNPSFuzzer-tmp,3,17,612
Dcmtk,SNPSFuzzer-tmp,3,18,612
Dcmtk,SNPSFuzzer-tmp,3,19,612
Dcmtk,SNPSFuzzer-tmp,3,20,621
Dcmtk,SNPSFuzzer-tmp,3,21,621
Dcmtk,SNPSFuzzer-tmp,3,22,625
Dcmtk,SNPSFuzzer-tmp,3,23,625
Dcmtk,SNPSFuzzer-tmp,3,24,630
Dcmtk,SNPSFuzzer-tmp,4,0,0
Dcmtk,SNPSFuzzer-tmp,4,1,142
Dcmtk,SNPSFuzzer-tmp,4,2,265
Dcmtk,SNPSFuzzer-tmp,4,3,344
Dcmtk,SNPSFuzzer-tmp,4,4,401
Dcmtk,SNPSFuzzer-tmp,4,5,451
Dcmtk,SNPSFuzzer-tmp,4,6,496
Dcmtk,SNPSFuzzer-tmp,4,7,514
Dcmtk,SNPSFuzzer-tmp,4,8,536
Dcmtk,SNPSFuzzer-tmp,4,9,555
Dcmtk,SNPSFuzzer-tmp,4,10,573
Dcmtk,SNPSFuzzer-tmp,4,11,583
Dcmtk,SNPSFuzzer-tmp,4,12,588
Dcmtk,SNPSFuzzer-tmp,4,13,588
Dcmtk,SNPSFuzzer-tmp,4,14,594
Dcmtk,SNPSFuzzer-tmp,4,15,594
Dcmtk,SNPSFuzzer-tmp,4,16,594
Dcmtk,SNPSFuzzer-tmp,4,17,600
Dcmtk,SNPSFuzzer-tmp,4,18,609
Dcmtk,SNPSFuzzer-tmp,4,19,609
Dcmtk,SNPSFuzzer-tmp,4,20,609
Dcmtk,SNPSFuzzer-tmp,4,21,616
Dcmtk,SNPSFuzzer-tmp,4,22,634
Dcmtk,SNPSFuzzer-tmp,4,23,636
Dcmtk,SNPSFuzzer-tmp,4,24,636
Dcmtk,SNPSFuzzer-tmp,5,0,0
Dcmtk,SNPSFuzzer-tmp,5,1,166
Dcmtk,SNPSFuzzer-tmp,5,2,275
Dcmtk,SNPSFuzzer-tmp,5,3,353
Dcmtk,SNPSFuzzer-tmp,5,4,413
Dcmtk,SNPSFuzzer-tmp,5,5,453
Dcmtk,SNPSFuzzer-tmp,5,6,490
Dcmtk,SNPSFuzzer-tmp,5,7,530
Dcmtk,SNPSFuzzer-tmp,5,8,553
Dcmtk,SNPSFuzzer-tmp,5,9,567
Dcmtk,SNPSFuzzer-tmp,5,10,577
Dcmtk,SNPSFuzzer-tmp,5,11,577
Dcmtk,SNPSFuzzer-tmp,5,12,591
Dcmtk,SNPSFuzzer-tmp,5,13,596
Dcmtk,SNPSFuzzer-tmp,5,14,600
Dcmtk,SNPSFuzzer-tmp,5,15,629
Dcmtk,SNPSFuzzer-tmp,5,16,635
Dcmtk,SNPSFuzzer-tmp,5,17,635
Dcmtk,SNPSFuzzer-tmp,5,18,635
Dcmtk,SNPSFuzzer-tmp,5,19,646
Dcmtk,SNPSFuzzer-tmp,5,20,649
Dcmtk,SNPSFuzzer-tmp,5,21,649
Dcmtk,SNPSFuzzer-tmp,5,22,658
Dcmtk,SNPSFuzzer-tmp,5,23,658
Dcmtk,SNPSFuzzer-tmp,5,24,674
Dcmtk,SNPSFuzzer-tmp,6,0,9
Dcmtk,SNPSFuzzer-tmp,6,1,160
Dcmtk,SNPSFuzzer-tmp,6,2,284
Dcmtk,SNPSFuzzer-tmp,6,3,370
Dcmtk,SNPSFuzzer-tmp,6,4,440
Dcmtk,SNPSFuzzer-tmp,6,5,491
Dcmtk,SNPSFuzzer-tmp,6,6,520
Dcmtk,SNPSFuzzer-tmp,6,7,542
Dcmtk,SNPSFuzzer-tmp,6,8,571
Dcmtk,SNPSFuzzer-tmp,6,9,584
Dcmtk,SNPSFuzzer-tmp,6,10,593
Dcmtk,SNPSFuzzer-tmp,6,11,595
Dcmtk,SNPSFuzzer-tmp,6,12,606
Dcmtk,SNPSFuzzer-tmp,6,13,629
Dcmtk,SNPSFuzzer-tmp,6,14,629
Dcmtk,SNPSFuzzer-tmp,6,15,633
Dcmtk,SNPSFuzzer-tmp,6,16,647
Dcmtk,SNPSFuzzer-tmp,6,17,649
Dcmtk,SNPSFuzzer-tmp,6,18,655
Dcmtk,SNPSFuzzer-tmp,6,19,655
Dcmtk,SNPSFuzzer-tmp,6,20,661
Dcmtk,SNPSFuzzer-tmp,6,21,661
Dcmtk,SNPSFuzzer-tmp,6,22,670
Dcmtk,SNPSFuzzer-tmp,6,23,681
Dcmtk,SNPSFuzzer-tmp,6,24,703
Dcmtk,SNPSFuzzer-tmp,7,0,5
Dcmtk,SNPSFuzzer-tmp,7,1,162
Dcmtk,SNPSFuzzer-tmp,7,2,278
Dcmtk,SNPSFuzzer-tmp,7,3,360
Dcmtk,SNPSFuzzer-tmp,7,4,426
Dcmtk,SNPSFuzzer-tmp,7,5,471
Dcmtk,SNPSFuzzer-tmp,7,6,508
Dcmtk,SNPSFuzzer-tmp,7,7,546
Dcmtk,SNPSFuzzer-tmp,7,8,559
Dcmtk,SNPSFuzzer-tmp,7,9,583
Dcmtk,SNPSFuzzer-tmp,7,10,606
Dcmtk,SNPSFuzzer-tmp,7,11,615
Dcmtk,SNPSFuzzer-tmp,7,12,615
Dcmtk,SNPSFuzzer-tmp,7,13,616
Dcmtk,SNPSFuzzer-tmp,7,14,631
Dcmtk,SNPSFuzzer-tmp,7,15,635
Dcmtk,SNPSFuzzer-tmp,7,16,635
Dcmtk,SNPSFuzzer-tmp,7,17,635
Dcmtk,SNPSFuzzer-tmp,7,18,644
Dcmtk,SNPSFuzzer-tmp,7,19,650
Dcmtk,SNPSFuzzer-tmp,7,20,650
Dcmtk,SNPSFuzzer-tmp,7,21,650
Dcmtk,SNPSFuzzer-tmp,7,22,650
Dcmtk,SNPSFuzzer-tmp,7,23,650
Dcmtk,SNPSFuzzer-tmp,7,24,665
Dcmtk,SNPSFuzzer-tmp,8,0,0
Dcmtk,SNPSFuzzer-tmp,8,1,164
Dcmtk,SNPSFuzzer-tmp,8,2,291
Dcmtk,SNPSFuzzer-tmp,8,3,384
Dcmtk,SNPSFuzzer-tmp,8,4,444
Dcmtk,SNPSFuzzer-tmp,8,5,495
Dcmtk,SNPSFuzzer-tmp,8,6,530
Dcmtk,SNPSFuzzer-tmp,8,7,550
Dcmtk,SNPSFuzzer-tmp,8,8,573
Dcmtk,SNPSFuzzer-tmp,8,9,580
Dcmtk,SNPSFuzzer-tmp,8,10,601
Dcmtk,SNPSFuzzer-tmp,8,11,607
Dcmtk,SNPSFuzzer-tmp,8,12,616
Dcmtk,SNPSFuzzer-tmp,8,13,624
Dcmtk,SNPSFuzzer-tmp,8,14,627
Dcmtk,SNPSFuzzer-tmp,8,15,636
Dcmtk,SNPSFuzzer-tmp,8,16,636
Dcmtk,SNPSFuzzer-tmp,8,17,646
Dcmtk,SNPSFuzzer-tmp,8,18,646
Dcmtk,SNPSFuzzer-tmp,8,19,649
Dcmtk,SNPSFuzzer-tmp,8,20,666
Dcmtk,SNPSFuzzer-tmp,8,21,666
Dcmtk,SNPSFuzzer-tmp,8,22,666
Dcmtk,SNPSFuzzer-tmp,8,23,672
Dcmtk,SNPSFuzzer-tmp,8,24,674
Dcmtk,SNPSFuzzer-tmp,9,0,3
Dcmtk,SNPSFuzzer-tmp,9,1,161
Dcmtk,SNPSFuzzer-tmp,9,2,281
Dcmtk,SNPSFuzzer-tmp,9,3,375
Dcmtk,SNPSFuzzer-tmp,9,4,441
Dcmtk,SNPSFuzzer-tmp,9,5,487
Dcmtk,SNPSFuzzer-tmp,9,6,528
Dcmtk,SNPSFuzzer-tmp,9,7,570
Dcmtk,SNPSFuzzer-tmp,9,8,590
Dcmtk,SNPSFuzzer-tmp,9,9,598
Dcmtk,SNPSFuzzer-tmp,9,10,619
Dcmtk,SNPSFuzzer-tmp,9,11,628
Dcmtk,SNPSFuzzer-tmp,9,12,628
Dcmtk,SNPSFuzzer-tmp,9,13,640
Dcmtk,SNPSFuzzer-tmp,9,14,641
Dcmtk,SNPSFuzzer-tmp,9,15,644
Dcmtk,SNPSFuzzer-tmp,9,16,650
Dcmtk,SNPSFuzzer-tmp,9,17,654
Dcmtk,SNPSFuzzer-tmp,9,18,662
Dcmtk,SNPSFuzzer-tmp,9,19,662
Dcmtk,SNPSFuzzer-tmp,9,20,668
Dcmtk,SNPSFuzzer-tmp,9,21,668
Dcmtk,SNPSFuzzer-tmp,9,22,676
Dcmtk,SNPSFuzzer-tmp,9,23,682
Dcmtk,SNPSFuzzer-tmp,9,24,682
Dcmtk,SNPSFuzzer-tmp,10,0,9
Dcmtk,SNPSFuzzer-tmp,10,1,159
Dcmtk,SNPSFuzzer-tmp,10,2,280
Dcmtk,SNPSFuzzer-tmp,10,3,368
Dcmtk,SNPSFuzzer-tmp,10,4,446
Dcmtk,SNPSFuzzer-tmp,10,5,492
Dcmtk,SNPSFuzzer-tmp,10,6,525
Dcmtk,SNPSFuzzer-tmp,10,7,552
Dcmtk,SNPSFuzzer-tmp,10,8,570
Dcmtk,SNPSFuzzer-tmp,10,9,592
Dcmtk,SNPSFuzzer-tmp,10,10,592
Dcmtk,SNPSFuzzer-tmp,10,11,593
Dcmtk,SNPSFuzzer-tmp,10,12,593
Dcmtk,SNPSFuzzer-tmp,10,13,607
Dcmtk,SNPSFuzzer-tmp,10,14,625
Dcmtk,SNPSFuzzer-tmp,10,15,628
Dcmtk,SNPSFuzzer-tmp,10,16,630
Dcmtk,SNPSFuzzer-tmp,10,17,633
Dcmtk,SNPSFuzzer-tmp,10,18,645
Dcmtk,SNPSFuzzer-tmp,10,19,645
Dcmtk,SNPSFuzzer-tmp,10,20,649
Dcmtk,SNPSFuzzer-tmp,10,21,658
Dcmtk,SNPSFuzzer-tmp,10,22,664
Dcmtk,SNPSFuzzer-tmp,10,23,667
Dcmtk,SNPSFuzzer-tmp,10,24,676
Dcmtk,SNPSFuzzer,1,0,0
Dcmtk,SNPSFuzzer,1,1,161
Dcmtk,SNPSFuzzer,1,2,275
Dcmtk,SNPSFuzzer,1,3,353
Dcmtk,SNPSFuzzer,1,4,424
Dcmtk,SNPSFuzzer,1,5,484
Dcmtk,SNPSFuzzer,1,6,523
Dcmtk,SNPSFuzzer,1,7,559
Dcmtk,SNPSFuzzer,1,8,592
Dcmtk,SNPSFuzzer,1,9,619
Dcmtk,SNPSFuzzer,1,10,643
Dcmtk,SNPSFuzzer,1,11,659
Dcmtk,SNPSFuzzer,1,12,669
Dcmtk,SNPSFuzzer,1,13,669
Dcmtk,SNPSFuzzer,1,14,673
Dcmtk,SNPSFuzzer,1,15,673
Dcmtk,SNPSFuzzer,1,16,690
Dcmtk,SNPSFuzzer,1,17,693
Dcmtk,SNPSFuzzer,1,18,696
Dcmtk,SNPSFuzzer,1,19,702
Dcmtk,SNPSFuzzer,1,20,705
Dcmtk,SNPSFuzzer,1,21,717
Dcmtk,SNPSFuzzer,1,22,717
Dcmtk,SNPSFuzzer,1,23,720
Dcmtk,SNPSFuzzer,1,24,720
Dcmtk,SNPSFuzzer,2,0,0
Dcmtk,SNPSFuzzer,2,1,153
Dcmtk,SNPSFuzzer,2,2,271
Dcmtk,SNPSFuzzer,2,3,357
Dcmtk,SNPSFuzzer,2,4,421
Dcmtk,SNPSFuzzer,2,5,464
Dcmtk,SNPSFuzzer,2,6,503
Dcmtk,SNPSFuzzer,2,7,525
Dcmtk,SNPSFuzzer,2,8,553
Dcmtk,SNPSFuzzer,2,9,572
Dcmtk,SNPSFuzzer,2,10,578
Dcmtk,SNPSFuzzer,2,11,588
Dcmtk,SNPSFuzzer,2,12,592
Dcmtk,SNPSFuzzer,2,13,601
Dcmtk,SNPSFuzzer,2,14,616
Dcmtk,SNPSFuzzer,2,15,616
Dcmtk,SNPSFuzzer,2,16,620
Dcmtk,SNPSFuzzer,2,17,623
Dcmtk,SNPSFuzzer,2,18,630
Dcmtk,SNPSFuzzer,2,19,634
Dcmtk,SNPSFuzzer,2,20,634
Dcmtk,SNPSFuzzer,2,21,634
Dcmtk,SNPSFuzzer,2,22,634
Dcmtk,SNPSFuzzer,2,23,642
Dcmtk,SNPSFuzzer,2,24,644
Dcmtk,SNPSFuzzer,3,0,11
Dcmtk,SNPSFuzzer,3,1,168
Dcmtk,SNPSFuzzer,3,2,281
Dcmtk,SNPSFuzzer,3,3,361
Dcmtk,SNPSFuzzer,3,4,418
Dcmtk,SNPSFuzzer,3,5,461
Dcmtk,SNPSFuzzer,3,6,502
Dcmtk,SNPSFuzzer,3,7,536
Dcmtk,SNPSFuzzer,3,8,550
Dcmtk,SNPSFuzzer,3,9,574
Dcmtk,SNPSFuzzer,3,10,585
Dcmtk,SNPSFuzzer,3,11,598
Dcmtk,SNPSFuzzer,3,12,616
Dcmtk,SNPSFuzzer,3,13,629
Dcmtk,SNPSFuzzer,3,14,634
Dcmtk,SNPSFuzzer,3,15,634
Dcmtk,SNPSFuzzer,3,16,634
Dcmtk,SNPSFuzzer,3,17,634
Dcmtk,SNPSFuzzer,3,18,635
Dcmtk,SNPSFuzzer,3,19,635
Dcmtk,SNPSFuzzer,3,20,637
Dcmtk,SNPSFuzzer,3,21,639
Dcmtk,SNPSFuzzer,3,22,640
Dcmtk,SNPSFuzzer,3,23,640
Dcmtk,SNPSFuzzer,3,24,643
Dcmtk,SNPSFuzzer,4,0,3
Dcmtk,SNPSFuzzer,4,1,153
Dcmtk,SNPSFuzzer,4,2,279
Dcmtk,SNPSFuzzer,4,3,368
Dcmtk,SNPSFuzzer,4,4,436
Dcmtk,SNPSFuzzer,4,5,492
Dcmtk,SNPSFuzzer,4,6,533
Dcmtk,SNPSFuzzer,4,7,569
Dcmtk,SNPSFuzzer,4,8,594
Dcmtk,SNPSFuzzer,4,9,609
Dcmtk,SNPSFuzzer,4,10,626
Dcmtk,SNPSFuzzer,4,11,631
Dcmtk,SNPSFuzzer,4,12,640
Dcmtk,SNPSFuzzer,4,13,647
Dcmtk,SNPSFuzzer,4,14,652
Dcmtk,SNPSFuzzer,4,15,656
Dcmtk,SNPSFuzzer,4,16,656
Dcmtk,SNPSFuzzer,4,17,657
